titulo,data,descricao,categoria,descricaoRaw,matches,resultadoCount,resultadoJaccard,resultadoTfIdf
"Homem furta porco de R$ 150, ameaça testemunha de morte e é condenado em SC",22/08/2023 - 15:13,"['roub', 'porc', 'avali', 'r', '150', 'termin', 'conden', 'morr', 'grand', 'sul', 'sant', 'catarin', 'hom', 'acus', 'furt', 'animal', 'log', 'ameaç', 'testemunh', 'mort', 'pen', 'cinc', 'mes', 'dez', 'dia', 'pris', 'regim', 'semiabert', 'determin', 'justiç', 'est']",desastre,"O roubo de um porco avaliado em R$ 150 terminou em condenação em Morro Grande, no Sul de Santa Catarina. O homem acusado de furtar o animal e logo depois ameaçar uma testemunha de morte teve pena de cinco meses e dez dias de prisão, em regime semiaberto, determinada pela Justiça do Estado.",[],desastre,desastre,desastre
Veja como a radiestesia pode beneficiar os animais de estimação,22/08/2023 - 15:00,"['tal', 'ocorr', 'indivídu', 'human', 'animal', 'enfrent', 'quest', 'saúd', 'psicológ', 'comportament', 'inclu', 'ansiedad', 'estr', 'depress', 'perd', 'apetit', 'auxili', 'ness', 'process', 'recuper', 'problem', 'afet', 'animal', 'estim', 'abord', 'terap', 'ganh', 'reconhec', 'veterin', 'tut', 'radiestes']",saude,"Tal como ocorre com os indivíduos humanos, os animais também enfrentam questões de saúde, psicológicas e comportamentais, incluindo ansiedade, estresse, depressão e perda de apetite. Para auxiliar nesse processo de recuperação dos problemas que afetam os animais de estimação, uma abordagem terapêutica está ganhando reconhecimento entre os veterinários e tutores: a radiestesia.",[],saude,saude,saude
Cidade de SC investe R$ 5 milhões em vigilantes desarmados para escolas,22/08/2023 - 14:58,"['part', 'dest', 'terça-f', '22', 'pass', 'atu', 'nov', 'vigil', 'respons', 'faz', 'seguranç', 'entr', 'escol', 'centr', 'municip', 'educ', 'jaragu', 'sul', 'med', 'contrat', 'seguranç', 'priv', 'anunci', 'abril', 'após', 'ataqu', 'blumenau']",economia,"A partir desta terça-feira (22), passam a atuar novos vigilantes responsáveis por fazer a segurança na entrada de escolas e centros municipais de educação de Jaraguá do Sul. As medidas para a contratação de segurança privada foram anunciadas em abril, após o ataque em Blumenau.",[],economia,economia,economia
Terceiro fim de semana do Floripa Conecta tem shows e festivais em Florianópolis,18/08/2023 - 10:07,"['espetácul', 'músic', 'instrument', 'show', 'festiv', 'program', 'dest', 'fim', 'seman', 'florip', 'conect', '2023', 'sext', '18', 'noit', 'program', 'music', 'começ', 'espetácul', 'samb', 'boss', 'franc', 'carolin', 'brum', 'cas', 'teatr', 'arm', 'praç', 'xv']",turismo,"Espetáculos de música instrumental, shows e festivais estão na programação deste fim de semana no Floripa Conecta 2023. Na sexta (18) à noite, a programação musical começa com o espetáculo Sambas e Bossas em Francês por Carolina Brum, na Casa do Teatro Armação, na Praça XV. ",[],turismo,turismo,desastre
Prefeitura de Florianópolis abre concurso para área da educação; veja lista de vagas,22/08/2023 - 14:51,"['prefeit', 'municip', 'florianópolil', 'public', 'edit', 'concurs', 'públic', 'áre', 'educ', 'períod', 'inscr', 'começ', 'nest', 'sáb', '26', 'vai', '26', 'setembr', 'salári', 'var', 'r', '2298', 'r', '5064']",economia,A Prefeitura Municipal de Florianópolis publicou o edital do concurso público para área da educação. O período de inscrições começa neste sábado (26) e vai até 26 de setembro. Os salários variam de R$ 2.298 a R$ 5.064.,[],economia,economia,economia
VÍDEO: Preta Gil anuncia cirurgia bem sucedida para retirada de tumor: “O amor me curou”,22/08/2023 - 14:47,"['can', 'pret', 'gil', 'anunci', 'public', 'red', 'soc', 'nest', 'terça-f', '22', 'sid', 'sucess', 'cirurg', 'retir', 'tumor', 'ret', 'submet', 'afirm', 'est', 'livr', 'célul', 'cancerígen', 'cur', 'doenç', 'aind', 'envolv', 'process', 'reabilit']",saude,"A cantora Preta Gil anunciou, em publicação nas redes sociais nesta terça-feira (22), ter sido um sucesso a cirurgia para retirada de um tumor no reto à qual foi submetida. Ela afirmou estar livre das células cancerígenas e que a cura da doença ainda envolverá um processo de reabilitação.",[],saude,saude,saude
VÍDEO: Jogadores do Manchester City disputam campeonato de ping-pong,22/08/2023 - 14:47,"['ant', 'próx', 'confront', 'premi', 'leag', 'doming', '27', 'jog', 'manchest', 'city', 'resolv', 'disput', 'outr', 'tip', 'campeonat', 'dest', 'vez', 'estrel', 'tim', 'ingl', 'particip', 'campeonat', 'ping-pong']",esporte,"Antes do próximo confronto da Premier League, no domingo (27), os jogadores do Manchester City resolveram disputar outro tipo de campeonato. Desta vez, as estrelas do time inglês, participaram de um campeonato de ping-pong.",[],esporte,esporte,esporte
Gastos de catarinenses crescem 32% em viagens internacionais; veja países preferidos,22/08/2023 - 14:33,"['gast', 'catarin', 'viag', 'país', 'aument', '32', 'julh', 'compar', 'períod', 'ano', 'pass', 'acord', 'estud', 'itaú', 'unibanc', 'divulg', 'exclus', 'nsc', 'total', 'est', 'unid', '21', 'país', 'baix', '10', 'argentin', '8', 'país', 'ond', 'turist', 'sant', 'catarin', 'gast']",economia,"Os gastos dos catarinenses em viagens para fora do país aumentaram 32% em julho, na comparação com o mesmo período do ano passado, de acordo com um estudo do Itaú Unibanco divulgado com exclusividade ao NSC Total. Estados Unidos (21%), Países Baixos (10%) e Argentina (8%) são os países onde os turistas de Santa Catarina mais gastaram.",[],turismo,turismo,turismo
5 dicas para se proteger da violência patrimonial,22/08/2023 - 14:30,"['mund', 'ond', 'convers', 'sobr', 'abus', 'frequ', 'concentr', 'agress', 'físic', 'verb', 'form', 'sutil', 'viol', 'permanec', 'ocult', 'ating', 'silencios', 'autonom', 'dign', 'autoest', 'vítim']",desastre,"Em um mundo onde as conversas sobre abuso frequentemente se concentram em agressões físicas e verbais, há uma forma sutil de violência que permanece oculta, atingindo silenciosamente a autonomia, dignidade e autoestima das vítimas.",[],desastre,desastre,outros
Como é a surpreendente kitnet à venda por valor milionário em Balneário Camboriú,22/08/2023 - 14:21,"['leu', 'err', 'kitnet', '33', 'metr', 'quadr', 'post', 'vend', 'r', '15', 'milhã', 'balne', 'camboriú', 'frent', 'prai', 'centr', 'imóvel', 'viraliz', 'red', 'soc', 'youtub', 'fez', 'tour', 'local']",economia,"Você não leu errado. Uma kitnet de 33 metros quadrados foi posta à venda por R$ 1,5 milhão em Balneário Camboriú. De frente para a Praia Central, o imóvel viralizou nas redes sociais depois que um youtuber fez um “tour” pelo local.",[],economia,turismo,economia
Chiodini renuncia ao cargo e é 3° prefeito da região Norte a pedir afastamento na semana,22/08/2023 - 14:13,"['luil', 'antôni', 'chiodin', 'pp', 'guaramirim', 'protocol', 'ped', 'renúnc', 'câm', 'vere', 'nest', 'terça-f', '22', 'torna-s', 'terc', 'prefeit', 'reg', 'nort', 'ped', 'afast', 'carg', 'nest', 'seman']",economia,"Luis Antônio Chiodini (PP), de Guaramirim, protocolou o pedido de renúncia na Câmara de Vereadores nesta terça-feira (22) e, com isso, torna-se o terceiro prefeito da região Norte a pedir afastamento do cargo nesta semana.",[],economia,economia,economia
Avaí 100 anos: vote no maior goleiro da história e monte a seleção do centenário,22/08/2023 - 14:05,"['avaí', 'complet', '100', 'ano', 'dia', '1º', 'setembr', 'nsc', 'qu', 'torc', 'avai', 'escal', 'seleç', 'melhor', 'jog', 'leã', 'ilh', 'nest', 'períod', 'vai', 'funcion', 'assim', 'tim', 'setor', 'comentar', 'nsc', 'tv', 'nsc', 'total', 'cbn', 'florip', 'glob', 'esport', 'geglob', 'selecion', 'algum', 'princip', 'nom', 'cad', 'pos', 'tod', 'temp']",esporte,"O Avaí completa 100 anos no dia 1º de setembro e a NSC quer que o torcedor avaiano escale a seleção com os melhores jogadores do Leão da Ilha neste período. Vai funcionar assim: nosso time de setoristas e comentaristas da NSC TV, NSC Total, CBN Floripa, Globo Esporte e ge.globo selecionaram alguns dos principais nomes em cada posição em todos os tempos.",[],esporte,esporte,esporte
5 curiosidades sobre a mulher do signo de Escorpião,22/08/2023 - 14:00,"['escorp', 'oitav', 'sign', 'zod', 'reg', 'plut', 'co-reg', 'planet', 'mart', 'reg', 'cas', '8', 'map', 'astr', 'element', 'águ', 'caus', 'diss', 'mulh', 'dest', 'sign', 'pesso', 'enigmá', 'intens', 'profund', 'tud', 'propõ', 'faz', 'poi', 'arquétip', 'dest', 'sign', 'represent', 'mergulh', 'profund', 'dand', 'habil', 'aprofund', 'quest']",outros,"Escorpião é o oitavo signo do zodíaco. Regido por Plutão e co-regido pelo planeta Marte, ele rege a casa 8 do Mapa Astral e o seu elemento é a água. Por causa disso, as mulheres deste signo são pessoas enigmáticas, intensas e profundas em tudo o que se propõem a fazer, pois o arquétipo deste signo representa um mergulho nas profundezas, dando a elas a habilidade de se aprofundar em questões.",[],turismo,turismo,turismo
Prefeitura de Florianópolis promove campanha de adoção de animais,17/08/2023 - 11:51,"['final', 'proporc', 'lar', 'famíl', 'animal', 'sob', 'tutel', 'diret', 'bem-est', 'animal', 'prefeit', 'florianópolil', 'promov', 'campanh', 'adot', 'dibe', 'órg', 'atual', '212', 'animal', 'sob', 'respons', 'dest', '140', 'abrig', 'sed', 'inclu', '125', 'cachorr', '15', 'gat', 'além', 'diss', 'exist', '72', 'animal', 'lar', 'tempor', 'tod', 'suport', 'fornec', 'diret']",outros,"Com a finalidade de proporcionar um lar e uma família para os animais que estão sob tutela da Diretoria de Bem-Estar Animal, a Prefeitura de Florianópolis está promovendo a Campanha Adote na Dibea. O órgão atualmente tem 212 animais sob sua responsabilidade. Destes, 140 estão abrigados na sede, incluindo 125 cachorros e 15 gatos. Além disso, existem 72 animais em lar temporário, com todo o suporte fornecido pela Diretoria.",[],economia,economia,desastre
VÍDEO: Cobra é encontrada em cima de pães em famosa rede de supermercados em Florianópolis,22/08/2023 - 13:48,"['cobr', 'encontr', 'sobr', 'pão', 'áre', 'confeit', 'supermerc', 'angelon', 'florianópolil', 'manhã', 'dest', 'terça-f', '22', 'cas', 'ocorr', 'volt', '11h', 'estabelec', 'bairr', 'sac', 'grand', 'reg', 'nort', 'capit', 'catarin']",outros,"Uma cobra foi encontrada sobre os pães na área de confeitaria do supermercado Angeloni, em Florianópolis, na manhã desta terça-feira (22). O caso ocorreu por volta das 11h no estabelecimento do bairro Saco Grande, região Norte da capital catarinense.",[],outros,outros,outros
FOTOS: O que está previsto para marina em construção em cidade de SC,22/08/2023 - 13:15,"['apont', 'prefeit', 'araquar', 'vir', 'chav', 'desenvolv', 'turís', 'cidad', 'club', 'náu', 'construç', 'barr', 'itapocu', 'divid', 'trê', 'fas', 'prim', 'etap', 'conclu', '2024', 'conform', 'estim', '–', 'obr', 'and', 'mes', 'demal', 'entreg', '2025', '2026', 'club', 'náu', 'marin', '300', 'embarc', 'send', 'instal', 'áre', 'litorâne', 'araquar', 'frent', 'lago', 'cruz', 'local', 'próx', 'br-101']",economia,"Apontado pela prefeitura de Araquari como “virada de chave” no desenvolvimento turístico da cidade, o clube náutico em construção na Barra do Itapocu é dividido em três fases, com primeira etapa a ser concluída em 2024, conforme as estimativas – as obras estão em andamento há meses. As demais serão entregues entre 2025 e 2026. O clube náutico, com marina para 300 embarcações, está sendo instalado na área litorânea de Araquari, em frente à Lagoa da Cruz, em local próximo da BR-101.",[],economia,economia,turismo
Homem que perdeu visão após bomba de gás em ação policial vai receber R$ 75 mil de indenização,22/08/2023 - 13:15,"['hom', 'perd', 'vis', 'após', 'ating', 'pedr', 'lanç', 'bomb', 'gás', 'lacrimogêne', 'políci', 'milit', 'sant', 'catarin', 'pmsc', 'receb', 'inden', 'r', '75', 'mil', 'cas', 'ocorr', 'dur', 'fest', 'rio', 'fortun', 'sul', 'sant', 'catarin']",desastre,"Um homem que perdeu a visão após ser atingido por uma pedra lançada por uma bomba de gás lacrimogêneo pela Polícia Militar de Santa Catarina (PMSC) receberá uma indenização de R$ 75 mil. O caso ocorreu durante uma festa em Rio Fortuna, no Sul de Santa Catarina.",[],desastre,desastre,desastre
SC quer dobrar o número de escolas militares e finalizar projeto das “novas” cívico-militares,22/08/2023 - 13:09,"['long', 'entrev', 'dur', 'convers', 'notíc', 'manhã', 'cbn', 'florip', 'secret', 'est', 'educ', 'aristid', 'cimadon', 'confirm', 'govern', 'vai', 'mant', 'escol', 'cívico-mil', 'qu', 'ampli', 'cinc', 'onz', 'escol', 'milit']",economia,"Foi uma longa entrevista. Durante a conversa no Notícia na Manhã da CBN Floripa, o secretário de Estado da Educação, Aristides Cimadon, confirmou que o governo vai manter as escolas cívico-militares e quer ampliar, de cinco para onze, as escolas militares. ",[],economia,economia,economia
 Badalada grife de moda anuncia chegada a Blumenau com evento para clientes,22/08/2023 - 13:07,"['brooksfield', 'badal', 'grif', 'mod', 'masculin', 'abr', 'port', 'neumarkt', 'shopping', 'blumenau', 'receb', 'convid', 'client', 'event', 'própr', 'loj', 'anunci', 'cheg', 'cidad']",outros,"A Brooksfield, badalada grife de moda masculina que abriu as portas no Neumarkt Shopping, em Blumenau, recebeu convidados e clientes para um evento na própria loja, anunciando a chegada na cidade.",[],turismo,turismo,turismo
Próximo Picnic Itapema já tem data definida e acontecerá na Pedra Branca,17/08/2023 - 10:55,"['tal', 'curt', 'tard', 'difer', 'ouv', 'músic', 'boa', 'boa', 'companh', 'propost', 'ediç', 'picnic', 'itapem', 'event', 'dia', 'hor', 'defin', 'pod', 'perd', 'marqu', 'aí', 'sáb', 'dia', '26', 'agost', 'part', '15h', 'tard']",turismo,"Que tal curtir uma tarde diferente, ouvindo música boa e em boa companhia? Essa é a proposta de mais uma edição do Picnic Itapema. O evento já tem dia e horário definidos e você não pode perder! Marque aí: Será no sábado, dia 26 de agosto, a partir das 15h da tarde.",[],turismo,turismo,esporte
Caminhão perde o freio e colide contra portão de casa em Chapecó,22/08/2023 - 13:05,"['caminh', 'fic', 'frei', 'desc', 'rua', 'so', 'par', 'soment', 'após', 'bat', 'contr', 'portã', 'cas', 'chapecó', 'oest', 'sant', 'catarin', 'gar', 'imóvel', 'destru', 'impact', 'acid', 'acontec', 'rua', 'caigang', 'bairr', 'esplan', 'volt', '7h20', 'dest', 'terça-f', '22']",desastre,"Um caminhão ficou sem freio, desceu uma rua sozinho e parou somente após bater contra o portão de uma casa em Chapecó, no Oeste de Santa Catarina. A garagem do imóvel foi destruída pelo impacto. O acidente aconteceu na rua Caigangue, no bairro Esplanada, por volta das 7h20 desta terça-feira (22).",[],desastre,desastre,desastre
5 dicas para ter sucesso nos negócios,22/08/2023 - 13:05,"['empreendedor', 'tom', 'forç', 'brasil', 'últ', 'ano', 'continu', 'desenvolv', 'segund', 'dad', 'agênc', 'sebra', 'notíc', 'apen', 'trê', 'prim', 'mes', 'dest', 'ano', 'cri', 'cerc', '214413', 'micr', 'pequen', 'empr', 'númer', '92', 'superi', '2022', 'abert', '196328', 'mil', 'micr', 'pequen', 'empr', 'aind', 'mai', '2019', 'registr', '1134', 'mil', 'formal']",economia,"O empreendedorismo tomou força no Brasil nos últimos anos e continua se desenvolvendo. Segundo dados da Agência Sebrae de Notícias, apenas nos três primeiros meses deste ano foram criadas cerca de 214.413 micro e pequenas empresas. O número é 9,2% superior ao de 2022, quando foram abertas 196.328 mil micro e pequenas empresas, e ainda maior do que em 2019, quando foram registradas 113,4 mil formalizações.",[],economia,economia,economia
"Oktoberfest Blumenau 2023 abre vagas de trabalho para limpeza, segurança, entre outras",22/08/2023 - 12:45,"['abert', 'vag', 'trabalh', 'oktoberfest', 'blumenau', '2023', 'centen', 'post', 'coloc', 'dispos', 'àquel', 'inter', 'trabalh', 'dur', '19', 'dia', 'fest', 'ocorr', '4', '22', 'outubr', 'vag', 'áre', 'seguranç', 'higien', 'caix', 'própr', 'cervej', 'vej', 'abaix', 'inscrev']",economia,"Estão abertas vagas de trabalho para a Oktoberfest Blumenau 2023. São centenas de postos colocados à disposição àqueles que têm o interesse em trabalhar durante os 19 dias de festa, que ocorre de 4 a 22 de outubro. São vagas em áreas como de segurança, higienização, caixas e também nas próprias cervejarias (veja abaixo como se inscrever).",[],outros,outros,outros
5 saladas ricas em proteínas para aumentar a massa muscular,22/08/2023 - 12:35,"['proteín', 'nutri', 'fundament', 'funcion', 'organ', 'respons', 'construç', 'pel', 'múscul', 'oss', 'outr', 'tec', 'subst', 'favorit', 'desej', 'aument', 'hipertrof', 'pres', 'pratic', 'tod', 'aliment', 'espec', 'frut', 'legum', 'peix', 'grã', 'além', 'diss', 'dev', 'variedad', 'opç', 'ideal', 'inclu', 'refe', 'vari', 'aliment', 'form', 'saud']",saude,"A proteína é um nutriente fundamental para o funcionamento do organismo. Responsável pela construção de pele, músculos, ossos e outros tecidos, ela é uma das substâncias favoritas de quem deseja aumentar a hipertrofia e está presente em praticamente todos os alimentos, especialmente nas frutas, nos legumes, peixes e grãos. Além disso, devido à variedade, é a opção ideal para incluir nas refeições e variar os alimentos de forma saudável. ",[],saude,saude,saude
JEC homenageará ex-goleiro Raul Bosse em camisa especial na estreia da Copa SC,22/08/2023 - 12:32,"['joinvill', 'esport', 'club', 'far', 'homen', 'ex-gol', 'pentacamp', 'catarin', 'raul', 'boss', 'estre', 'cop', 'sant', 'catarin', 'di', 'figueir', 'próx', 'quarta-f', '30', 'aren', 'joinvill', 'ídol', 'tricol', 'morr', 'últ', 'sexta-f', '18', '78', 'ano']",esporte,"O Joinville Esporte Clube fará uma homenagem ao ex-goleiro pentacampeão catarinense Raul Bosse na estreia da Copa Santa Catarina, diante do Figueirense, na próxima quarta-feira (30), na Arena Joinville. O ídolo Tricolor morreu na última sexta-feira (18), aos 78 anos.",[],esporte,desastre,esporte
A importância do ERP Sankhya na gestão empresarial,17/08/2023 - 10:33,"['par', 'pens', 'desenvolv', 'gest', 'empresar', 'desempenh', 'papel', 'vital', 'melh', 'efici', 'produt', 'capac', 'tom', 'decis', 'organiz', 'afinal', 'capacit', 'empr', 'enfrent', 'desafi', 'complex', 'otimiz', 'oper', 'adapt', 'mudanç', 'merc', 'form', 'eficaz', 'desd', 'fornec', 'softw', 'soluç', 'tecnológ', 'gerenc', 'efici', 'process', 'recurs', 'nest', 'cen', 'inser', 'sankhy', 'plen', 'expans', 'sant', 'catarin']",economia,"Você já parou para pensar que as desenvolvedoras de gestão empresarial desempenham um papel vital na melhoria da eficiência, produtividade e capacidade de tomada de decisão das organizações? Afinal, elas capacitam as empresas a enfrentarem desafios complexos, otimizar suas operações e se adaptar às mudanças do mercado de forma mais eficaz, desde o fornecimento de softwares e soluções tecnológicas até o gerenciamento eficientemente dos processos e recursos. É neste cenário que está inserida a Sankhya, em plena expansão por Santa Catarina.",[],economia,economia,economia
“Estamos de olho” diz TCE/SC sobre aplicação de recursos de emendas parlamentares,22/08/2023 - 12:24,"['tribun', 'cont', 'est', 'tcesc', 'olh', 'transfer', 'espec', 'municípi', 'via', 'emend', 'parlament', 'imposi']",economia,"O Tribunal de Contas do Estado (TCE/SC) está “de olho” nas transferências especiais aos municípios, via emendas parlamentares impositivas.",[],economia,economia,economia
"Bolsonaro pediu para empresário espalhar fake news antes de eleições, diz PF",22/08/2023 - 12:18,"['políci', 'feder', 'encontr', 'mens', 'orient', 'dissemin', 'fak', 'new', 'part', 'ex-presid', 'jair', 'bolsonar', 'pl', 'inform', 'public', 'blog', 'jornal', 'daniel', 'lim', 'port', 'g1']",economia,"A Polícia Federal encontrou uma mensagem com orientação para disseminação de fake news partindo do ex-presidente Jair Bolsonaro (PL). A informação foi publicada no blog da jornalista Daniela Lima, do portal g1.",[],economia,economia,economia
"Quais são as fases da gripe, dicas e tratamentos",22/08/2023 - 11:56,"['consider', 'infecç', 'viral', 'respiratór', 'comum', 'grip', 'pod', 'divid', 'algum', 'estági', 'fas', 'doenç', 'vão', 'desd', 'contat', 'inic', 'víru', 'influenz', 'recuper', 'total', 'compreend', 'cicl', 'pod', 'ajud', 'hor', 'defin', 'melhor', 'trat', 'clar', 'aqu', 'fal', 'situ', 'corric', 'diz', 'respeit', 'grip', 'qualqu', 'cen', 'porém', 'recomend', 'pesso', 'busqu', 'ajud', 'médic']",saude,"Considerada uma infecção viral respiratória comum, a gripe pode ser dividida em alguns estágios. Essas fases da doença vão desde o contato inicial com o vírus influenza até a recuperação total. Compreender esse ciclo pode ajudar na hora de definir o melhor tratamento. Claro, aqui estamos falando de situações corriqueiras no que diz respeito à gripe. Em qualquer cenário, porém, a recomendação é que a pessoa busque ajuda médica.",[],saude,saude,saude
Dia de Nossa Senhora Rainha: 3 orações para celebrar a data,22/08/2023 - 11:50,"['dia', '22', 'agost', 'trad', 'catól', 'celebr', 'dia', 'senh', 'rainh', 'ocas', 'profund', 'signific', 'fiel', 'mar', 'mãe', 'jesu', 'honr', 'sob', 'títul', 'rainh', 'reconhec', 'papel', 'espec', 'histór', 'salv', 'interces', 'junt', 'deu', 'devoç', 'rainh', 'intrinsec', 'lig', 'am', 'devoç', 'cristã', 'redor', 'mund']",outros,"No dia 22 de agosto, a tradição católica celebra o “Dia de Nossa Senhora Rainha”, uma ocasião de profundo significado para os fiéis. Maria, a Mãe de Jesus, é honrada sob o título de “Rainha” em reconhecimento ao seu papel especial na história da salvação e como intercessora junto a Deus. Sua devoção como Rainha está intrinsecamente ligada ao amor e à devoção dos cristãos ao redor do mundo.",[],turismo,turismo,turismo
